income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
4480.0,1820.0,18.1,76.0,31.0,2.4,4,bicycle,1510.0,657.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
4810.0,1780.0,33.1,146.0,78.0,0.9,5,none,0.0,1577.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6680.0,2590.0,2.3,65.0,5.0,0.2,4,none,0.0,2934.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5170.0,3860.0,26.5,153.0,66.0,0.1,5,none,0.0,1127.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3280.0,2250.0,9.7,34.0,20.0,2.1,3,none,1350.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1460.0,700.0,15.9,99.0,19.0,0.6,1,motorbike,0.0,623.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4950.0,2820.0,5.9,36.0,17.0,2.3,3,car,1610.0,500.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
1250.0,880.0,17.6,137.0,24.0,0.1,3,motorbike,510.0,8.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1250.0,780.0,22.3,146.0,26.0,0.1,2,none,0.0,449.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1840.0,820.0,16.4,64.0,15.0,4.3,2,none,330.0,535.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
560.0,320.0,31.8,105.0,62.0,5.9,2,motorbike,240.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2650.0,1600.0,1.6,15.0,5.0,3.0,1,none,870.0,151.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1390.0,1020.0,28.9,123.0,49.0,1.8,2,car,170.0,161.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
4640.0,2850.0,20.5,88.0,41.0,0.6,5,none,0.0,902.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3040.0,1570.0,21.5,67.0,31.0,1.7,2,motorbike,0.0,952.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
590.0,370.0,14.7,60.0,34.0,1.1,1,car,250.0,5.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3600.0,1640.0,3.1,35.0,11.0,0.9,3,none,0.0,1750.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6550.0,4300.0,14.2,51.0,28.0,2.3,5,none,0.0,1780.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2100.0,1380.0,3.0,5.0,9.0,4.4,3,none,0.0,595.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3450.0,1750.0,37.2,155.0,55.0,6.5,3,none,0.0,1574.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1270.0,960.0,14.9,59.0,28.0,2.0,2,car,0.0,295.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
5510.0,2440.0,1.2,11.0,5.0,4.3,6,car,1880.0,1093.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3150.0,1490.0,25.0,174.0,49.0,0.1,4,none,0.0,1291.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
600.0,420.0,8.0,70.0,12.0,0.3,2,motorbike,320.0,17.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5170.0,3370.0,3.2,17.0,5.0,1.9,5,none,2150.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
6620.0,4090.0,34.3,163.0,61.0,0.8,4,none,0.0,1321.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1400.0,960.0,24.2,118.0,55.0,0.6,1,none,370.0,59.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1250.0,650.0,0.9,46.0,5.0,0.6,2,none,520.0,53.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2540.0,1180.0,12.3,40.0,10.0,2.5,1,none,0.0,1045.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2710.0,2020.0,2.1,31.0,6.0,1.1,2,none,0.0,553.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1230.0,560.0,13.7,61.0,23.0,1.2,2,motorbike,290.0,355.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4430.0,3180.0,9.6,79.0,24.0,0.3,5,none,1440.0,9.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
4420.0,2670.0,39.4,180.0,101.0,0.4,2,none,1250.0,498.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1390.0,940.0,20.0,91.0,39.0,0.4,1,none,410.0,26.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1240.0,970.0,11.4,50.0,14.0,1.8,2,none,0.0,179.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car not recommended
3120.0,1260.0,17.6,39.0,49.0,8.0,2,car,0.0,1243.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
750.0,480.0,38.4,127.0,34.0,0.7,2,none,0.0,139.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
420.0,220.0,10.1,60.0,10.0,0.8,1,none,50.0,114.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3760.0,2490.0,9.5,43.0,14.0,4.3,3,none,0.0,1029.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1090.0,810.0,32.5,137.0,35.0,2.5,2,motorbike,600.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
830.0,560.0,3.4,28.0,11.0,1.0,2,none,230.0,31.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3290.0,1530.0,6.6,34.0,20.0,5.1,2,none,0.0,1392.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5450.0,2140.0,40.0,180.0,107.0,0.3,5,none,0.0,2069.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
740.0,500.0,39.5,92.0,60.0,2.5,1,motorbike,400.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1100.0,480.0,20.0,70.0,39.0,3.8,2,car,0.0,496.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4060.0,1820.0,19.9,129.0,31.0,0.3,4,none,470.0,1160.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2560.0,1490.0,33.2,136.0,47.0,1.1,1,bicycle,270.0,728.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1690.0,1100.0,28.2,86.0,46.0,2.0,3,bicycle,920.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6140.0,3640.0,13.8,39.0,23.0,4.5,5,none,3340.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
620.0,320.0,38.6,170.0,89.0,1.8,1,none,0.0,174.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1010.0,450.0,3.7,26.0,9.0,2.1,1,bicycle,210.0,316.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
6130.0,3060.0,25.2,110.0,51.0,0.6,4,none,0.0,1542.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2410.0,890.0,31.3,126.0,48.0,0.9,2,motorbike,1300.0,149.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4970.0,2500.0,13.7,87.0,30.0,0.4,3,none,0.0,1783.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5710.0,2610.0,23.1,81.0,40.0,2.7,4,car,940.0,1434.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
2440.0,1780.0,7.5,53.0,9.0,0.7,1,motorbike,380.0,190.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2240.0,1200.0,13.8,82.0,25.0,1.0,6,none,410.0,434.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1070.0,700.0,24.0,154.0,62.0,0.2,2,car,370.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1300.0,460.0,26.5,121.0,29.0,0.2,1,car,600.0,140.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2490.0,1450.0,17.0,98.0,41.0,0.6,1,none,1080.0,11.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4940.0,2150.0,23.8,92.0,38.0,0.7,3,car,0.0,2004.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5170.0,2610.0,23.3,84.0,52.0,1.4,3,motorbike,1860.0,656.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2960.0,2040.0,40.4,171.0,88.0,1.1,1,car,1550.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3280.0,1660.0,43.7,180.0,67.0,2.7,1,bicycle,0.0,1379.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1530.0,760.0,25.1,103.0,50.0,1.1,1,none,190.0,569.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
680.0,330.0,11.7,58.0,13.0,1.2,2,motorbike,220.0,129.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
4050.0,2670.0,4.2,31.0,10.0,1.2,5,none,950.0,284.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2840.0,1220.0,38.0,88.0,74.0,3.6,1,none,570.0,713.0,Focus on reducing debt,Emergency fund adequate,Invest moderately,Car recommended
2040.0,1480.0,23.6,106.0,36.0,0.4,2,none,0.0,528.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
470.0,400.0,39.4,131.0,67.0,2.2,2,none,0.0,36.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
4350.0,1970.0,21.5,95.0,35.0,1.6,2,car,0.0,1547.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1710.0,1020.0,23.8,105.0,41.0,0.7,3,bicycle,0.0,502.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
830.0,430.0,11.0,68.0,9.0,1.1,1,none,0.0,406.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3020.0,1810.0,6.3,48.0,18.0,0.5,3,none,1190.0,1.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1700.0,850.0,1.7,13.0,5.0,1.7,3,none,690.0,124.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1280.0,690.0,4.4,39.0,8.0,1.0,1,motorbike,440.0,88.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1920.0,1340.0,8.1,44.0,5.0,2.0,3,bicycle,0.0,485.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3520.0,1610.0,24.2,80.0,52.0,2.7,4,car,0.0,1328.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3980.0,1620.0,31.5,180.0,41.0,0.1,5,motorbike,0.0,1406.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4920.0,2300.0,42.2,118.0,40.0,2.0,3,bicycle,1020.0,1459.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
690.0,250.0,34.8,160.0,54.0,0.3,1,none,0.0,217.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3470.0,1350.0,40.8,145.0,76.0,0.3,2,motorbike,0.0,1322.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2310.0,1210.0,30.7,123.0,66.0,0.4,4,motorbike,610.0,366.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3240.0,2400.0,44.9,171.0,72.0,0.6,2,none,0.0,812.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4130.0,1710.0,40.7,140.0,79.0,4.6,4,none,0.0,2302.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5660.0,3390.0,40.7,137.0,72.0,1.8,4,none,0.0,1306.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
510.0,220.0,9.2,16.0,17.0,6.4,1,none,0.0,144.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2430.0,1560.0,22.4,122.0,57.0,0.3,3,car,0.0,472.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5690.0,2440.0,25.9,105.0,27.0,2.3,4,motorbike,0.0,2591.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4050.0,2490.0,32.3,180.0,62.0,0.1,2,motorbike,0.0,1551.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3670.0,2300.0,25.8,122.0,40.0,1.6,4,bicycle,0.0,680.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4680.0,2980.0,37.1,134.0,83.0,0.5,4,none,0.0,1596.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4810.0,3510.0,3.7,20.0,7.0,2.1,2,none,0.0,1200.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6330.0,3280.0,41.8,147.0,91.0,0.7,5,car,0.0,2455.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
410.0,280.0,23.0,102.0,35.0,0.4,1,none,0.0,79.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1330.0,640.0,9.3,113.0,9.0,0.1,2,none,0.0,412.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3490.0,1270.0,17.6,115.0,49.0,0.1,1,bicycle,0.0,2105.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
410.0,250.0,44.9,180.0,79.0,0.2,1,none,0.0,96.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1050.0,740.0,19.3,49.0,26.0,3.6,2,motorbike,0.0,265.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
550.0,370.0,3.2,24.0,7.0,2.1,1,none,220.0,34.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3010.0,1990.0,6.7,50.0,17.0,0.7,2,motorbike,0.0,881.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1560.0,710.0,30.3,134.0,55.0,2.1,3,motorbike,0.0,607.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4730.0,3060.0,23.3,149.0,29.0,0.2,4,none,0.0,845.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
740.0,280.0,27.7,73.0,35.0,5.8,1,motorbike,0.0,381.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5820.0,4310.0,24.7,75.0,41.0,1.7,2,car,0.0,1013.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
6750.0,2770.0,32.6,101.0,67.0,1.4,5,none,3460.0,344.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1880.0,1030.0,6.4,44.0,13.0,0.7,1,motorbike,0.0,508.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4030.0,2530.0,24.2,91.0,52.0,2.6,3,none,0.0,1256.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4990.0,2270.0,18.0,76.0,39.0,3.1,6,car,560.0,1110.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1280.0,720.0,19.2,126.0,45.0,0.3,2,none,590.0,16.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6380.0,2660.0,11.5,53.0,13.0,1.1,4,none,3060.0,558.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1250.0,550.0,34.9,138.0,71.0,1.7,1,none,440.0,201.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3380.0,2200.0,26.0,102.0,29.0,0.6,5,car,0.0,1158.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2750.0,1080.0,1.3,10.0,5.0,1.8,1,car,1380.0,180.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1390.0,730.0,20.5,78.0,37.0,0.6,2,none,0.0,428.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5240.0,3230.0,12.0,45.0,17.0,2.1,5,none,1770.0,192.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
4550.0,3570.0,22.6,152.0,31.0,0.1,6,car,0.0,737.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1070.0,440.0,26.4,133.0,57.0,0.6,1,bicycle,0.0,300.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5540.0,2730.0,23.0,95.0,58.0,1.1,3,none,2420.0,266.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6110.0,2870.0,29.4,161.0,44.0,0.3,4,car,0.0,2948.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1740.0,670.0,12.0,119.0,26.0,0.1,1,motorbike,0.0,571.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2540.0,1630.0,25.3,77.0,24.0,2.1,1,none,0.0,923.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2980.0,1710.0,16.2,93.0,39.0,0.6,1,car,0.0,789.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2620.0,1720.0,34.8,180.0,65.0,0.2,2,none,780.0,88.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5310.0,2110.0,30.1,155.0,35.0,0.7,4,none,0.0,2947.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3330.0,1600.0,10.9,70.0,29.0,0.5,3,none,1090.0,492.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
2400.0,880.0,38.2,97.0,45.0,5.1,1,motorbike,0.0,1418.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5580.0,3520.0,12.0,60.0,19.0,1.8,3,motorbike,0.0,1092.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
820.0,350.0,25.3,87.0,40.0,0.9,2,none,0.0,244.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2460.0,1910.0,9.5,32.0,13.0,3.8,3,none,400.0,135.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3330.0,2440.0,42.1,101.0,65.0,2.0,5,none,1800.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3460.0,2540.0,30.7,123.0,53.0,2.1,2,motorbike,0.0,745.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5000.0,3720.0,15.3,95.0,26.0,0.7,5,motorbike,2180.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1220.0,620.0,26.1,101.0,41.0,6.5,2,none,520.0,97.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5770.0,4350.0,38.8,138.0,46.0,0.8,2,car,0.0,739.0,Debt is manageable,Build emergency fund,Invest moderately,Car not recommended
6480.0,3700.0,19.6,73.0,29.0,1.1,3,bicycle,0.0,1804.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1390.0,690.0,24.4,86.0,44.0,1.7,1,none,740.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
990.0,460.0,27.0,126.0,47.0,1.7,2,bicycle,460.0,41.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1200.0,520.0,17.7,133.0,25.0,0.1,2,bicycle,590.0,35.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
560.0,400.0,18.8,83.0,21.0,1.3,1,motorbike,290.0,8.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1390.0,650.0,30.5,114.0,50.0,0.5,3,car,0.0,405.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
